asset,agency,check,outcome,affected,population,example,info
usgs-geographic,USGS,SAR-S01,inapplicable,,,,no deprecated terms declared
usgs-geographic,USGS,SAR-S02,inapplicable,,,,no deprecated terms declared
usgs-geographic,USGS,SAR-I01,failed,0,,,0 distinct external vocabulary terms referenced
usgs-geographic,USGS,SAR-I02,inapplicable,,,,no external vocabulary terms to resolve
usgs-geographic,USGS,SAR-L01,inapplicable,,,,asset is not an OWL ontology
usgs-geographic,USGS,SAR-L02,inapplicable,,,,asset is not an OWL ontology
usgs-geographic,USGS,SAR-L03,inapplicable,,,,asset is not an OWL ontology
usda-nalt,USDA National Agricultural Library,SAR-R01,passed,,,,HTTP 200
usda-nalt,USDA National Agricultural Library,SAR-R02,passed,,,,HTTP 200
usda-nalt,USDA National Agricultural Library,SAR-R03,failed,,,,served text/html under an RDF Accept header
usda-nalt,USDA National Agricultural Library,SAR-R04,passed,,,,plain HTTP redirects to HTTPS
usda-nalt,USDA National Agricultural Library,SAR-P03,passed,,,,
usda-nalt,USDA National Agricultural Library,SAR-P01,passed,,1153267,,parsed 1153267 triples as turtle
usda-nalt,USDA National Agricultural Library,SAR-P02,inapplicable,,,,delivered as archive (application/zip)
usda-nalt,USDA National Agricultural Library,SAR-L04,passed,0,76692,,S9: skos:ConceptScheme is disjoint with skos:Concept
usda-nalt,USDA National Agricultural Library,SAR-L05,passed,0,76691,,"S13: prefLabel, altLabel and hiddenLabel are pairwise disjoint"
usda-nalt,USDA National Agricultural Library,SAR-L06,failed,32,76691,https://lod.nal.usda.gov/nalt/190060,S14: no more than one prefLabel per language tag
usda-nalt,USDA National Agricultural Library,SAR-L07,passed,0,21740,,S27: skos:related is disjoint with skos:broaderTransitive
usda-nalt,USDA National Agricultural Library,SAR-L08,passed,0,0,,S37: skos:Collection is disjoint with skos:Concept and skos:ConceptScheme
usda-nalt,USDA National Agricultural Library,SAR-L09,passed,0,44355,,S46: skos:exactMatch is disjoint with skos:broadMatch and skos:relatedMatch
usda-nalt,USDA National Agricultural Library,SAR-D01,passed,0,76691,,
usda-nalt,USDA National Agricultural Library,SAR-D02,failed,69089,76691,https://lod.nal.usda.gov/nalt/233394,
usda-nalt,USDA National Agricultural Library,SAR-D03,passed,0,1,,"1/1 titled, 1/1 described"
usda-nalt,USDA National Agricultural Library,SAR-G01,passed,,,,licence or rights statement present
usda-nalt,USDA National Agricultural Library,SAR-G02,passed,,,,version or dated metadata present
usda-nalt,USDA National Agricultural Library,SAR-G03,passed,,,,publisher or creator present
usda-nalt,USDA National Agricultural Library,SAR-S01,inapplicable,,,,no deprecated terms declared
usda-nalt,USDA National Agricultural Library,SAR-S02,inapplicable,,,,no deprecated terms declared
usda-nalt,USDA National Agricultural Library,SAR-I01,passed,11,,https://lod.nal.usda.gov/naltv#Chemical,11 distinct external vocabulary terms referenced
usda-nalt,USDA National Agricultural Library,SAR-I02,passed,0,11,,0 of 11 referenced external terms did not resolve
usda-nalt,USDA National Agricultural Library,SAR-L01,failed,5,,,outside OWL 2 DL: OWL 2 DL Profile Report: Ontology and imports closure NOT in profile. The following violations are present:
usda-nalt,USDA National Agricultural Library,SAR-L02,passed,,,,ELK found the ontology consistent
usda-nalt,USDA National Agricultural Library,SAR-L03,passed,,,,ELK reported no unsatisfiable classes
noaa-paleo,NOAA NCEI,SAR-R01,passed,,,,HTTP 200
noaa-paleo,NOAA NCEI,SAR-R02,failed,,,,HTTP 404
noaa-paleo,NOAA NCEI,SAR-R03,failed,,,,namespace returned HTTP 404
noaa-paleo,NOAA NCEI,SAR-R04,passed,,,,plain HTTP redirects to HTTPS
noaa-paleo,NOAA NCEI,SAR-P03,failed,,,,not valid UTF-8 and carries no XML encoding declaration; first bad byte 0xf1 at offset 9497 in 'n index of the El Niño Southern Oscillat'
noaa-paleo,NOAA NCEI,SAR-P01,passed,,27326,,parsed 27326 triples as xml
noaa-paleo,NOAA NCEI,SAR-P02,passed,,,,"declared application/rdf+xml (xml), parsed as xml"
noaa-paleo,NOAA NCEI,SAR-L04,passed,0,2538,,S9: skos:ConceptScheme is disjoint with skos:Concept
noaa-paleo,NOAA NCEI,SAR-L05,passed,0,2537,,"S13: prefLabel, altLabel and hiddenLabel are pairwise disjoint"
noaa-paleo,NOAA NCEI,SAR-L06,passed,0,2537,,S14: no more than one prefLabel per language tag
noaa-paleo,NOAA NCEI,SAR-L07,passed,0,2873,,S27: skos:related is disjoint with skos:broaderTransitive
noaa-paleo,NOAA NCEI,SAR-L08,passed,0,0,,S37: skos:Collection is disjoint with skos:Concept and skos:ConceptScheme
noaa-paleo,NOAA NCEI,SAR-L09,passed,0,788,,S46: skos:exactMatch is disjoint with skos:broadMatch and skos:relatedMatch
noaa-paleo,NOAA NCEI,SAR-D01,cantTell,,,,no terms found in the asset's declared namespace
noaa-paleo,NOAA NCEI,SAR-D02,cantTell,,,,no terms found in the asset's declared namespace
noaa-paleo,NOAA NCEI,SAR-D03,passed,0,1,,"1/1 titled, 1/1 described"
noaa-paleo,NOAA NCEI,SAR-G01,failed,,,,"no dcterms:license, dcterms:rights, dc:rights or cc:license triple anywhere in the payload"
noaa-paleo,NOAA NCEI,SAR-G02,passed,,,,version or dated metadata present
noaa-paleo,NOAA NCEI,SAR-G03,passed,,,,publisher or creator present
noaa-paleo,NOAA NCEI,SAR-S01,inapplicable,,,,no deprecated terms declared
noaa-paleo,NOAA NCEI,SAR-S02,inapplicable,,,,no deprecated terms declared
noaa-paleo,NOAA NCEI,SAR-I01,failed,0,,,0 distinct external vocabulary terms referenced
noaa-paleo,NOAA NCEI,SAR-I02,inapplicable,,,,no external vocabulary terms to resolve
noaa-paleo,NOAA NCEI,SAR-L01,inapplicable,,,,asset is not an OWL ontology
noaa-paleo,NOAA NCEI,SAR-L02,inapplicable,,,,asset is not an OWL ontology
noaa-paleo,NOAA NCEI,SAR-L03,inapplicable,,,,asset is not an OWL ontology
dcat-us-shacl,GSA / CDO Council,SAR-R01,passed,,,,HTTP 200
dcat-us-shacl,GSA / CDO Council,SAR-R02,failed,,,,HTTP 404
dcat-us-shacl,GSA / CDO Council,SAR-R03,failed,,,,namespace returned HTTP 404
dcat-us-shacl,GSA / CDO Council,SAR-R04,inapplicable,,,,not published on a .gov or .mil domain
dcat-us-shacl,GSA / CDO Council,SAR-P03,passed,,,,
dcat-us-shacl,GSA / CDO Council,SAR-P01,passed,,4042,,parsed 4042 triples as turtle
dcat-us-shacl,GSA / CDO Council,SAR-P02,inapplicable,,,,"Retrieved from raw.githubusercontent.com. The Content-Type and content negotiation behaviour are set by the code-hosting mirror, not by the publisher, so transport-level checks are not attributable to the publisher."
dcat-us-shacl,GSA / CDO Council,SAR-L04,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-L05,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-L06,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-L07,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-L08,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-L09,inapplicable,,,,asset declares no SKOS concepts or schemes
dcat-us-shacl,GSA / CDO Council,SAR-D01,cantTell,,,,no terms found in the asset's declared namespace
dcat-us-shacl,GSA / CDO Council,SAR-D02,cantTell,,,,no terms found in the asset's declared namespace
dcat-us-shacl,GSA / CDO Council,SAR-D03,passed,0,1,,"1/1 titled, 1/1 described"
dcat-us-shacl,GSA / CDO Council,SAR-G01,passed,,,,licence or rights statement present
dcat-us-shacl,GSA / CDO Council,SAR-G02,passed,,,,version or dated metadata present
dcat-us-shacl,GSA / CDO Council,SAR-G03,passed,,,,publisher or creator present
dcat-us-shacl,GSA / CDO Council,SAR-S01,inapplicable,,,,no deprecated terms declared
dcat-us-shacl,GSA / CDO Council,SAR-S02,inapplicable,,,,no deprecated terms declared
dcat-us-shacl,GSA / CDO Council,SAR-I01,passed,18,,http://data.resources.gov/shapes/dcat-us#requirementLevel,18 distinct external vocabulary terms referenced
dcat-us-shacl,GSA / CDO Council,SAR-I02,failed,1,18,http://data.resources.gov/shapes/dcat-us#requirementLevel,1 of 18 referenced external terms did not resolve
dcat-us-shacl,GSA / CDO Council,SAR-L01,failed,266,,,outside OWL 2 DL: OWL 2 DL Profile Report: Ontology and imports closure NOT in profile. The following violations are present:
dcat-us-shacl,GSA / CDO Council,SAR-L02,cantTell,,,,reasoner exited 1: org.semanticweb.owlapi.model.UnloadableImportException: Could not load imported ontology: <http://www.w3.org/ns/shacl#> Cause: Server returned HTTP response code: 429 for URL: https://www.w3.org/ns/shacl
dcat-us-shacl,GSA / CDO Council,SAR-L03,cantTell,,,,reasoner exited 1
nara-restrictions,National Archives (via DCAT-US),SAR-R01,passed,,,,HTTP 200
nara-restrictions,National Archives (via DCAT-US),SAR-R02,failed,,,,HTTP 404
nara-restrictions,National Archives (via DCAT-US),SAR-R03,failed,,,,namespace returned HTTP 404
nara-restrictions,National Archives (via DCAT-US),SAR-R04,inapplicable,,,,not published on a .gov or .mil domain
nara-restrictions,National Archives (via DCAT-US),SAR-P03,passed,,,,
nara-restrictions,National Archives (via DCAT-US),SAR-P01,passed,,331,,parsed 331 triples as turtle
nara-restrictions,National Archives (via DCAT-US),SAR-P02,inapplicable,,,,"Retrieved from raw.githubusercontent.com. The Content-Type and content negotiation behaviour are set by the code-hosting mirror, not by the publisher, so transport-level checks are not attributable to the publisher."
nara-restrictions,National Archives (via DCAT-US),SAR-L04,passed,0,67,,S9: skos:ConceptScheme is disjoint with skos:Concept
nara-restrictions,National Archives (via DCAT-US),SAR-L05,passed,0,62,,"S13: prefLabel, altLabel and hiddenLabel are pairwise disjoint"
nara-restrictions,National Archives (via DCAT-US),SAR-L06,passed,0,67,,S14: no more than one prefLabel per language tag
nara-restrictions,National Archives (via DCAT-US),SAR-L07,passed,0,0,,S27: skos:related is disjoint with skos:broaderTransitive
nara-restrictions,National Archives (via DCAT-US),SAR-L08,passed,0,0,,S37: skos:Collection is disjoint with skos:Concept and skos:ConceptScheme
nara-restrictions,National Archives (via DCAT-US),SAR-L09,passed,0,0,,S46: skos:exactMatch is disjoint with skos:broadMatch and skos:relatedMatch
nara-restrictions,National Archives (via DCAT-US),SAR-D01,cantTell,,,,no terms found in the asset's declared namespace
nara-restrictions,National Archives (via DCAT-US),SAR-D02,cantTell,,,,no terms found in the asset's declared namespace
nara-restrictions,National Archives (via DCAT-US),SAR-D03,passed,5,6,https://resources.data.gov/vocab/nara/AccessRestrictionStatusAuthorityList,"6/6 titled, 1/6 described"
nara-restrictions,National Archives (via DCAT-US),SAR-G01,failed,,,,"no dcterms:license, dcterms:rights, dc:rights or cc:license triple anywhere in the payload"
nara-restrictions,National Archives (via DCAT-US),SAR-G02,passed,,,,version or dated metadata present
nara-restrictions,National Archives (via DCAT-US),SAR-G03,passed,,,,publisher or creator present
nara-restrictions,National Archives (via DCAT-US),SAR-S01,inapplicable,,,,no deprecated terms declared
nara-restrictions,National Archives (via DCAT-US),SAR-S02,inapplicable,,,,no deprecated terms declared
nara-restrictions,National Archives (via DCAT-US),SAR-I01,failed,0,,,0 distinct external vocabulary terms referenced
nara-restrictions,National Archives (via DCAT-US),SAR-I02,inapplicable,,,,no external vocabulary terms to resolve
nara-restrictions,National Archives (via DCAT-US),SAR-L01,failed,2,,,outside OWL 2 DL: OWL 2 DL Profile Report: Ontology and imports closure NOT in profile. The following violations are present:
nara-restrictions,National Archives (via DCAT-US),SAR-L02,passed,,,,ELK found the ontology consistent
nara-restrictions,National Archives (via DCAT-US),SAR-L03,passed,,,,ELK reported no unsatisfiable classes
sweet,"NASA JPL origin, ESIP maintained",SAR-R01,passed,,,,HTTP 200
sweet,"NASA JPL origin, ESIP maintained",SAR-R02,passed,,,,HTTP 200
sweet,"NASA JPL origin, ESIP maintained",SAR-R03,failed,,,,served text/html under an RDF Accept header
sweet,"NASA JPL origin, ESIP maintained",SAR-R04,inapplicable,,,,not published on a .gov or .mil domain
sweet,"NASA JPL origin, ESIP maintained",SAR-P03,passed,,,,
sweet,"NASA JPL origin, ESIP maintained",SAR-P01,passed,,244,,parsed 244 triples as turtle
sweet,"NASA JPL origin, ESIP maintained",SAR-P02,passed,,,,"declared text/turtle (turtle), parsed as turtle"
sweet,"NASA JPL origin, ESIP maintained",SAR-L04,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-L05,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-L06,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-L07,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-L08,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-L09,inapplicable,,,,asset declares no SKOS concepts or schemes
sweet,"NASA JPL origin, ESIP maintained",SAR-D01,cantTell,,,,no terms found in the asset's declared namespace
sweet,"NASA JPL origin, ESIP maintained",SAR-D02,cantTell,,,,no terms found in the asset's declared namespace
sweet,"NASA JPL origin, ESIP maintained",SAR-D03,passed,0,1,,"1/1 titled, 1/1 described"
sweet,"NASA JPL origin, ESIP maintained",SAR-G01,passed,,,,licence or rights statement present
sweet,"NASA JPL origin, ESIP maintained",SAR-G02,passed,,,,version or dated metadata present
sweet,"NASA JPL origin, ESIP maintained",SAR-G03,failed,,,,no publisher or creator named in the payload
sweet,"NASA JPL origin, ESIP maintained",SAR-S01,inapplicable,,,,no deprecated terms declared
sweet,"NASA JPL origin, ESIP maintained",SAR-S02,inapplicable,,,,no deprecated terms declared
sweet,"NASA JPL origin, ESIP maintained",SAR-I01,passed,16,,http://mmisw.org/ont/mmi/20081020/ontologyMetadata/contact,16 distinct external vocabulary terms referenced
sweet,"NASA JPL origin, ESIP maintained",SAR-I02,passed,0,16,,0 of 16 referenced external terms did not resolve
sweet,"NASA JPL origin, ESIP maintained",SAR-L01,failed,2,,,outside OWL 2 DL: OWL 2 DL Profile Report: Ontology and imports closure NOT in profile. The following violations are present:
sweet,"NASA JPL origin, ESIP maintained",SAR-L02,passed,,,,ELK found the ontology consistent
sweet,"NASA JPL origin, ESIP maintained",SAR-L03,passed,,,,ELK reported no unsatisfiable classes
nci-thesaurus,National Cancer Institute,SAR-R01,passed,,,,HTTP 200
nci-thesaurus,National Cancer Institute,SAR-R02,passed,,,,HTTP 200
nci-thesaurus,National Cancer Institute,SAR-R03,failed,,,,served text/html under an RDF Accept header
nci-thesaurus,National Cancer Institute,SAR-R04,passed,,,,plain HTTP redirects to HTTPS
nci-thesaurus,National Cancer Institute,SAR-P03,passed,,,,
nci-thesaurus,National Cancer Institute,SAR-P01,passed,,10855010,,parsed 10855010 triples as xml
nci-thesaurus,National Cancer Institute,SAR-P02,inapplicable,,,,delivered as archive (application/zip)
nci-thesaurus,National Cancer Institute,SAR-L04,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-L05,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-L06,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-L07,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-L08,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-L09,inapplicable,,,,asset declares no SKOS concepts or schemes
nci-thesaurus,National Cancer Institute,SAR-D01,failed,2,212719,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#default,
nci-thesaurus,National Cancer Institute,SAR-D02,failed,212716,212719,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156644,
nci-thesaurus,National Cancer Institute,SAR-D03,failed,1,1,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl,"0/1 titled, 1/1 described"
nci-thesaurus,National Cancer Institute,SAR-G01,failed,,,,"no dcterms:license, dcterms:rights, dc:rights or cc:license triple anywhere in the payload"
nci-thesaurus,National Cancer Institute,SAR-G02,passed,,,,version or dated metadata present
nci-thesaurus,National Cancer Institute,SAR-G03,failed,,,,no publisher or creator named in the payload
nci-thesaurus,National Cancer Institute,SAR-S01,failed,5614,5614,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43698,
nci-thesaurus,National Cancer Institute,SAR-S02,failed,16661,5614,N9d01ea6d1b284fb0a05c9c1fcd71f2d8,
nci-thesaurus,National Cancer Institute,SAR-I01,passed,3,,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,3 distinct external vocabulary terms referenced
nci-thesaurus,National Cancer Institute,SAR-I02,passed,0,3,,0 of 3 referenced external terms did not resolve
nci-thesaurus,National Cancer Institute,SAR-L01,passed,,,,within OWL 2 DL
nci-thesaurus,National Cancer Institute,SAR-L02,passed,,,,ELK found the ontology consistent
nci-thesaurus,National Cancer Institute,SAR-L03,passed,,,,ELK reported no unsatisfiable classes
